slice,n_sellers,n_events,n_censored_test_rows,n_flagged,benefit_reais,cost_reais,net_delta_reais,net_delta_per_1000_merchant_weeks_reais,model_wins
new_lt13wk,1361,39,11960,8,0.0,0.24928827427548986,0.24928827427548986,0.020843501193602832,False
established_13to52wk,1190,144,14456,886,804.225036439772,39.38836022305495,-764.836676216717,-52.90790510630306,True
veteran_gt52wk,514,54,5954,1016,2690.5687160933394,38.664292482402956,-2651.9044236109366,-445.39879469448044,True
